Id,Predicted
0,1.0
1,0.9999999
2,1.2636185e-05
3,1.0
4,0.012777656
5,0.111834794
6,0.00010091066
7,0.17519915
8,1.0
9,1.0
10,0.00043964386
11,1.0
12,0.99999994
13,5.066395e-07
14,5.4478645e-05
15,1.463294e-05
16,0.07318574
17,1.0
18,0.2181254
19,0.0028909743
20,0.9998305
21,0.0029590428
22,0.0729084
23,1.0
24,1.0
25,0.0028825998
26,0.07247123
27,9.3102455e-05
28,0.9999999
29,0.07334128
30,6.735325e-05
31,0.002858162
32,0.027351767
33,0.0030219555
34,0.0027261674
35,0.05931309
36,0.96022934
37,0.0027301311
38,1.0
39,1.0
40,0.002204746
41,1.0
42,0.002738297
43,0.0055119693
44,0.024038285
45,1.0
46,0.9999503
47,0.6643973
48,0.07293296
49,0.0729121
50,1.4334917e-05
51,0.0034392476
52,0.1943872
53,1.2516975e-05
54,1.0
55,0.5816617
56,9.49204e-05
57,0.073618054
58,0.07328844
59,0.7730719
60,1.3649464e-05
61,1.0
62,1.5258789e-05
63,0.9765902
64,0.99951553
65,0.21825218
66,0.0030092597
67,0.041194826
68,1.1891127e-05
69,0.16558424
70,0.002880454
71,0.9999976
72,0.16717497
73,0.0026922226
74,1.0
75,9.128451e-05
76,0.9858416
77,0.0029711127
78,0.010363758
79,5.8740377e-05
80,0.0029198527
81,1.4066696e-05
82,1.0
83,0.9998057
84,0.99999714
85,0.16633847
86,0.99999994
87,1.4603138e-05
88,0.99996376
89,1.0
90,0.21448457
91,0.9998251
92,0.012290895
93,1.0
94,0.0027380288
95,0.9999913
96,0.9703951
97,0.58865225
98,0.99883103
99,0.002926886
100,1.0
101,5.108118e-05
102,0.0029218793
103,0.002939254
104,5.8859587e-05
105,0.0014490485
106,0.9860045
107,8.85129e-06
108,0.0029523373
109,0.002700448
110,0.03749627
111,0.9999938
112,0.86879086
113,0.07499769
114,0.12529233
115,0.9997494
116,0.99899125
117,8.651614e-05
118,0.07220945
119,1.0728836e-06
120,1.0
121,1.0
122,0.0028729439
123,1.4454126e-05
124,0.99951965
125,0.0085707605
126,0.9596233
127,1.0
128,0.99994636
129,0.076248705
130,1.54078e-05
131,0.0003721416
132,0.62363714
133,0.99895585
134,0.9999928
135,0.89747345
136,0.002937138
137,0.99999905
138,0.00024449825
139,0.066120684
140,0.07401785
141,0.99991894
142,1.0
143,0.99996734
144,0.0034342408
145,0.21747208
146,9.548664e-05
147,1.0
148,0.00024810433
149,0.94223374
150,0.07334426
151,0.9989783
152,0.0029500425
153,0.75066996
154,0.0029187202
155,0.0002374947
156,1.3917685e-05
157,0.21765605
158,1.0
159,0.9997947
160,0.0010136068
161,0.0028931499
162,0.99312866
163,1.0
164,5.1110983e-05
165,0.002948612
166,5.0246716e-05
167,0.9999989
168,0.010323346
169,8.97944e-05
170,0.99991846
171,0.22711664
172,0.00011661649
173,1.874566e-05
174,2.670288e-05
175,1.1771917e-05
176,0.07303384
177,0.07318476
178,0.0029385984
179,1.0
180,6.848574e-05
181,1.0
182,0.000100106
183,1.0
184,0.9999997
185,0.00061547756
186,0.99999976
187,1.0
188,0.07422176
189,0.9992293
190,0.0029803216
191,5.6117773e-05
192,9.62317e-05
193,0.9983642
194,1.5109777e-05
195,0.0076496303
196,5.286932e-05
197,1.0
198,1.0
199,0.00010254979
200,0.99999994
201,0.9997873
202,0.9999988
203,0.0029410124
204,0.0027908087
205,0.0029248595
206,0.63305926
207,1.0
208,1.0
209,0.15347883
210,7.876754e-05
211,0.9999997
212,0.0030030012
213,0.002652645
214,4.044175e-05
215,0.072407216
216,8.2463026e-05
217,8.568168e-05
218,1.424551e-05
219,0.041755766
220,1.0
221,0.00273633
222,0.9999916
223,0.0029945672
224,0.00031149387
225,1.0
226,0.0029279292
227,0.0027438998
228,0.0007340014
229,9.396672e-05
230,0.16580924
231,0.99997795
232,0.9998783
233,1.4036894e-05
234,9.62317e-05
235,0.002973169
236,0.569926
237,0.9998709
238,9.712577e-05
239,0.9999946
240,1.0
241,0.041037142
242,0.8559917
243,2.503395e-06
244,0.9985017
245,1.4126301e-05
246,0.9999919
247,1.0
248,1.0
249,8.520484e-05
250,1.0
251,1.0
252,0.1140165
253,1.0
254,1.4334917e-05
255,0.65343785
256,0.0028869212
257,0.00067174435
258,0.12293011
259,0.959461
260,0.043751717
261,1.0
262,8.7201595e-05
263,8.6814165e-05
264,0.07411486
265,1.0
266,1.0
267,0.0039735436
268,0.1622378
269,0.0001116395
270,0.0029259324
271,0.37812772
272,0.99987495
273,8.434057e-06
274,5.6535006e-05
275,0.99999624
276,0.002103746
277,0.061586022
278,1.0
279,8.946657e-05
280,0.9999907
281,0.15382218
282,0.051001996
283,1.0
284,0.99999964
285,0.005733341
286,0.99999195
287,0.1289806
288,1.0
289,1.0
290,0.99979985
291,0.005833894
292,0.9989922
293,1.4126301e-05
294,0.0077179074
295,0.0026745796
296,0.002913326
297,8.0138445e-05
298,0.99999213
299,0.9999778
300,0.21571708
301,1.0
302,0.0030026734
303,0.0029946268
304,0.9999999
305,0.002883345
306,0.99957335
307,0.99999994
308,0.0026991665
309,0.9999243
310,0.0026710033
311,2.9176474e-05
312,8.672476e-05
313,1.4990568e-05
314,5.3942204e-05
315,9.843707e-05
316,0.99914706
317,1.0
318,0.07491973
319,0.9998869
320,0.41659266
321,0.0024309456
322,0.0148870945
323,0.00013872981
324,1.0
325,0.07345489
326,0.02732256
327,0.07285473
328,1.0
329,0.0029397905
330,0.16713029
331,1.0
332,0.7544905
333,0.02752611
334,0.0029744804
335,0.99871594
336,5.5223703e-05
337,0.073191434
338,0.99828506
339,0.0029378831
340,1.0
341,1.0
342,0.2817338
343,0.9011884
344,0.7794634
345,0.343365
346,0.99933887
347,0.07489714
