Id,Predicted
0,0.9918854
1,0.9918989
2,0.009323001
3,0.99116707
4,0.052872658
5,0.019912452
6,0.009275049
7,0.069286376
8,0.99187946
9,0.99130106
10,0.013989359
11,0.99209785
12,0.99089086
13,0.009735286
14,0.009001553
15,0.007065892
16,0.028307289
17,0.9898021
18,0.109218806
19,0.008459687
20,0.98319715
21,0.008585453
22,0.026415467
23,0.9919822
24,0.98859406
25,0.0072543025
26,0.027370483
27,0.009369165
28,0.9909661
29,0.032794237
30,0.9690681
31,0.009419531
32,0.21159661
33,0.007896274
34,0.009046525
35,0.013939559
36,0.6787704
37,0.008089483
38,0.9916848
39,0.99086213
40,0.0130622685
41,0.9916873
42,0.009206414
43,0.01590839
44,0.3899305
45,0.9916271
46,0.9813938
47,0.25738102
48,0.03042388
49,0.03568974
50,0.009459645
51,0.0072775185
52,0.4529637
53,0.009308398
54,0.9812561
55,0.9543576
56,0.009159356
57,0.02913034
58,0.042777568
59,0.009148538
60,0.009348363
61,0.9915776
62,0.00948894
63,0.99054193
64,0.98569036
65,0.088023245
66,0.008468121
67,0.02761209
68,0.004573256
69,0.035318285
70,0.007971436
71,0.9919369
72,0.1432221
73,0.006824523
74,0.9917462
75,0.009336472
76,0.9739519
77,0.0073138177
78,0.0092335045
79,0.009009153
80,0.009177983
81,0.009499729
82,0.99156004
83,0.98458433
84,0.987334
85,0.049380302
86,0.9889946
87,0.009439856
88,0.9918252
89,0.9911269
90,0.054953396
91,0.98447263
92,0.020083576
93,0.99098706
94,0.006909609
95,0.9890357
96,0.8553658
97,0.96087456
98,0.9903582
99,0.007355541
100,0.99192774
101,0.008985192
102,0.0073998272
103,0.0074503124
104,0.008986026
105,0.011256039
106,0.991439
107,0.012340933
108,0.007211596
109,0.007101387
110,0.018550843
111,0.9921012
112,0.89723486
113,0.03490907
114,0.123934716
115,0.99031675
116,0.99126804
117,0.0091923475
118,0.025988549
119,0.011730045
120,0.99186885
121,0.9917637
122,0.009346455
123,0.009432107
124,0.99033093
125,0.052562058
126,0.012442321
127,0.99183273
128,0.9917946
129,0.037375897
130,0.009506673
131,0.93860567
132,0.41738677
133,0.63556314
134,0.99209976
135,0.9686033
136,0.008425683
137,0.98002774
138,0.006947458
139,0.016406566
140,0.032477528
141,0.14823812
142,0.9885636
143,0.9858922
144,0.29419672
145,0.08239919
146,0.009309173
147,0.992088
148,0.0071589947
149,0.03567356
150,0.028876215
151,0.9909383
152,0.007481009
153,0.014430404
154,0.009960949
155,0.019032061
156,0.009478778
157,0.15105808
158,0.99183977
159,0.98649824
160,0.00946784
161,0.007871747
162,0.9920325
163,0.99036324
164,0.009016603
165,0.007618308
166,0.0090204775
167,0.97470987
168,0.14500031
169,0.00915724
170,0.985057
171,0.07005304
172,0.61339384
173,0.20751926
174,0.381127
175,0.009432018
176,0.02903071
177,0.037576288
178,0.008461028
179,0.9918302
180,0.010860711
181,0.99183965
182,0.009231538
183,0.99188846
184,0.98587984
185,0.009716362
186,0.9810869
187,0.9910766
188,0.034103453
189,0.98647434
190,0.007849246
191,0.009070694
192,0.009148568
193,0.98800313
194,0.009418368
195,0.008296341
196,0.008996695
197,0.99129105
198,0.9920981
199,0.009189576
200,0.9908829
201,0.98953974
202,0.9892544
203,0.008931458
204,0.007765025
205,0.009285212
206,0.98961586
207,0.9920813
208,0.99149007
209,0.034888476
210,0.009233981
211,0.99240375
212,0.0078105032
213,0.0077523887
214,0.010755658
215,0.02625236
216,0.009222209
217,0.009207636
218,0.009397507
219,0.50270593
220,0.9910768
221,0.008540571
222,0.9920021
223,0.008030236
224,0.01667577
225,0.98126984
226,0.008540273
227,0.00747025
228,0.010317534
229,0.009305745
230,0.091291666
231,0.99172115
232,0.9886488
233,0.009423435
234,0.009317994
235,0.008606166
236,0.66423225
237,0.99033856
238,0.009227097
239,0.98721945
240,0.99165356
241,0.79794157
242,0.9915898
243,0.010719627
244,0.99144375
245,0.009370744
246,0.992051
247,0.9914143
248,0.9911944
249,0.009243041
250,0.99187773
251,0.9909235
252,0.025494963
253,0.9916236
254,0.009341955
255,0.59162736
256,0.009173185
257,0.009611994
258,0.008350074
259,0.70820457
260,0.018125117
261,0.9913163
262,0.009213567
263,0.009183586
264,0.041101575
265,0.99144506
266,0.9918039
267,0.00946486
268,0.1131565
269,0.011055559
270,0.007397294
271,0.9631002
272,0.99188656
273,0.014392108
274,0.008995235
275,0.9915875
276,0.9720056
277,0.9441207
278,0.99102664
279,0.00918898
280,0.98187774
281,0.0340299
282,0.0267151
283,0.99177104
284,0.9914707
285,0.024317116
286,0.9910565
287,0.28455606
288,0.991815
289,0.9916532
290,0.98376316
291,0.02173096
292,0.99085677
293,0.009382725
294,0.0077429414
295,0.0069441497
296,0.0074898303
297,0.00914982
298,0.99210817
299,0.6577406
300,0.09244993
301,0.9917886
302,0.007736385
303,0.007835686
304,0.9912441
305,0.008407176
306,0.9416659
307,0.9913044
308,0.0068042576
309,0.9858153
310,0.0095026195
311,0.011562735
312,0.009329259
313,0.009410381
314,0.008993447
315,0.00922364
316,0.9824575
317,0.991754
318,0.03448966
319,0.9869448
320,0.9902295
321,0.007327527
322,0.00862056
323,0.11336094
324,0.991392
325,0.034069777
326,0.01493749
327,0.032714933
328,0.98301053
329,0.009640843
330,0.049799323
331,0.991871
332,0.9920207
333,0.009560078
334,0.008914709
335,0.9732922
336,0.009000123
337,0.028248966
338,0.9844574
339,0.0075133443
340,0.99183035
341,0.99186134
342,0.27864203
343,0.84259546
344,0.051251948
345,0.036690265
346,0.81655824
347,0.03510517
348,0.99195087
349,0.080235094
350,0.9920705
351,0.009449214
352,0.9916254
353,0.2114959
354,0.009504288
355,0.010354698
356,0.010581493
357,0.0076858997
358,0.99092627
359,0.008841395
360,0.9921694
361,0.041442603
362,0.0072666705
363,0.08568278
364,0.008482903
365,0.0090302825
366,0.99187016
367,0.9752128
368,0.027550131
369,0.0073300004
370,0.07003263
371,0.022739023
372,0.042777658
373,0.009017676
374,0.99132824
375,0.008174479
376,0.0075282156
377,0.009465367
378,0.08704162
379,0.01687783
380,0.009224474
381,0.014521897
382,0.016512394
383,0.9916105
384,0.007904321
385,0.009052187
386,0.009013385
387,0.012466133
388,0.9918834
389,0.9912958
390,0.98902094
391,0.009138912
392,0.07200801
393,0.99165565
394,0.00929746
395,0.03504461
396,0.008933604
397,0.030186027
398,0.9920792
399,0.99109423
400,0.00907141
401,0.0076578856
402,0.99167144
403,0.028174907
404,0.0069984496
405,0.009147793
406,0.010131419
407,0.97527087
408,0.16480663
409,0.009361327
410,0.009293556
411,0.008837849
412,0.9916059
413,0.13457483
414,0.037394434
415,0.9913347
416,0.007851481
417,0.00976035
418,0.028639972
419,0.069269
420,0.9917407
421,0.9920775
422,0.046370387
423,0.9860122
424,0.017779797
425,0.991125
426,0.008843809
427,0.9919342
428,0.9884741
429,0.9914626
430,0.007279396
431,0.09180567
432,0.99121463
433,0.8461667
434,0.040783525
435,0.0077079833
436,0.011125237
437,0.009076923
438,0.009196401
439,0.033780307
440,0.00934723
441,0.007320076
442,0.0089735985
443,0.99200135
444,0.009031028
445,0.9920893
446,0.18390629
447,0.009289712
448,0.9902296
449,0.99064547
450,0.009982258
451,0.98142964
452,0.008388847
453,0.99222624
454,0.031173259
455,0.99192643
456,0.00747478
457,0.0075250566
458,0.02335614
459,0.009198904
460,0.0090150535
461,0.9788693
462,0.9912223
463,0.0048233867
464,0.0073805153
465,0.9920836
466,0.99134207
467,0.9277434
468,0.011639386
469,0.9902779
470,0.9918827
471,0.055481404
472,0.9918434
473,0.008623511
474,0.008476168
475,0.072770566
476,0.009219766
477,0.031058699
478,0.98289716
479,0.007254094
480,0.009482592
481,0.98368824
482,0.9916061
483,0.14242065
484,0.9920031
485,0.9239621
486,0.009194523
487,0.99154246
488,0.007888138
489,0.010080516
490,0.97878075
491,0.99034345
492,0.07103419
493,0.008593768
494,0.18095094
495,0.009220183
496,0.98312104
497,0.9915978
498,0.99187636
499,0.9909419
500,0.008098483
501,0.008928627
502,0.9919354
503,0.008170545
504,0.17674255
505,0.009244144
506,0.03593096
507,0.99012876
508,0.008293033
509,0.008120269
510,0.008965433
511,0.99209005
512,0.007511914
513,0.009009212
514,0.03202504
515,0.0078596175
516,0.042920202
517,0.9918145
518,0.9909824
519,0.9133657
520,0.009054184
521,0.00896737
522,0.9916861
523,0.0063856244
524,0.089387864
525,0.011717677
526,0.9887628
527,0.15523255
528,0.009606093
529,0.007335007
530,0.008757085
531,0.04236576
532,0.00925675
533,0.9916647
534,0.02790612
535,0.2380352
536,0.9903909
537,0.991101
538,0.9904506
539,0.011772752
540,0.991944
541,0.009370118
542,0.009337127
543,0.99146605
544,0.9918208
545,0.06332672
546,0.006861508
547,0.013066769
548,0.0093488395
549,0.502526
550,0.009007722
551,0.99196327
552,0.99121445
553,0.035595506
554,0.98265576
555,0.007351935
556,0.991886
557,0.0073907077
558,0.9900092
559,0.018678874
560,0.046354562
561,0.008516073
562,0.0077890754
563,0.21026763
564,0.3613828
565,0.9904671
566,0.07581934
567,0.98942506
568,0.9866015
569,0.9918746
570,0.007466346
571,0.9808608
572,0.13137072
573,0.0072680116
574,0.99059576
575,0.007129699
576,0.009600788
577,0.9801862
578,0.00903067
579,0.99100375
580,0.9850826
581,0.99179816
582,0.062001377
583,0.0090065
584,0.9906739
585,0.00932622
586,0.009362847
587,0.9916303
588,0.009284377
589,0.9918308
590,0.0075111687
591,0.009444088
592,0.007487744
593,0.99211687
594,0.05497572
595,0.006868869
596,0.010963857
597,0.99147224
598,0.9889815
599,0.6363279
600,0.98595035
601,0.9906982
602,0.99195
603,0.9920897
604,0.9900292
605,0.9917742
606,0.9914024
607,0.9915671
608,0.0596458
609,0.99041456
610,0.9921411
611,0.9898398
612,0.99166787
613,0.06933135
614,0.9917973
615,0.99108016
616,0.98902977
617,0.009803921
618,0.9915333
619,0.00754115
620,0.009440124
621,0.99197733
622,0.4385446
623,0.047513723
624,0.008092433
625,0.009414762
626,0.017089516
627,0.0072650015
628,0.008405566
629,0.009315431
630,0.015966654
631,0.98769814
632,0.9897851
633,0.9813522
634,0.009345472
635,0.0074356496
636,0.9887744
637,0.009183735
638,0.99081695
639,0.00947845
640,0.0114476085
641,0.9918458
642,0.023135513
643,0.99178994
644,0.009276062
645,0.009336472
646,0.9814073
647,0.009398013
648,0.0086969435
649,0.98873365
650,0.009086758
651,0.9920224
652,0.98479307
653,0.9916163
654,0.0092942715
655,0.987075
656,0.9893621
657,0.009194642
658,0.9920963
659,0.03319615
660,0.009335279
661,0.04656461
662,0.009272665
663,0.97810745
664,0.009172082
665,0.009028733
666,0.99166346
667,0.034205437
668,0.99200684
669,0.98527575
670,0.009459972
671,0.009188324
672,0.013782173
673,0.9884505
674,0.0093792975
675,0.97263557
676,0.09574157
677,0.99185747
678,0.99096
679,0.054589033
680,0.0075240135
681,0.009433299
682,0.008972019
683,0.044635653
684,0.99156934
685,0.044215053
686,0.039869785
687,0.009003311
688,0.0075152814
689,0.009571761
690,0.0074099004
691,0.9461973
692,0.00785926
693,0.009076983
694,0.98491377
695,0.99122703
696,0.8067539
697,0.0076140463
698,0.009434581
699,0.012206405
700,0.98225987
701,0.031829625
702,0.009211302
703,0.9910641
704,0.9837886
705,0.008374304
706,0.035003573
707,0.041558743
708,0.0064433217
709,0.010303408
710,0.007864863
711,0.021334052
712,0.9920335
713,0.03324014
714,0.0090141
715,0.009353578
716,0.98747087
717,0.99180615
718,0.99054974
719,0.9854287
720,0.011587858
721,0.9861083
722,0.99208033
723,0.016150177
724,0.06542739
725,0.009427339
726,0.017763436
727,0.021696389
728,0.009326369
729,0.009155393
730,0.9920966
731,0.9916222
732,0.98803854
733,0.009005815
734,0.9914523
735,0.7417806
736,0.9896338
737,0.9912627
738,0.9326476
739,0.0072761774
740,0.99187374
741,0.0073720515
742,0.0077105463
743,0.009226054
744,0.99190426
745,0.008583903
746,0.9920642
747,0.025689125
748,0.9910906
749,0.008990198
750,0.9917432
751,0.009361774
752,0.025014281
753,0.009295195
754,0.9884012
755,0.9890896
756,0.9917754
757,0.007586777
758,0.009399176
759,0.991697
760,0.9919827
761,0.98209846
762,0.008093566
763,0.034647793
764,0.981112
765,0.0075654984
766,0.8221412
767,0.009177715
768,0.9919305
769,0.009440988
770,0.9920857
771,0.99207664
772,0.013957292
773,0.080960006
774,0.029704183
775,0.007870436
776,0.007382691
777,0.98849
778,0.00930047
779,0.99150944
780,0.9920809
781,0.9915074
782,0.0127878785
783,0.006865293
784,0.007349938
785,0.9920905
786,0.9266622
787,0.99164426
788,0.008662552
789,0.03680876
790,0.60288966
791,0.0066996217
792,0.9909708
793,0.9901309
794,0.009169996
795,0.99071276
796,0.99163574
797,0.9911407
798,0.007649213
799,0.0119404495
800,0.98838913
801,0.008987516
802,0.007896394
803,0.009019345
804,0.98581433
805,0.98994946
806,0.00734964
807,0.9784006
808,0.029251516
809,0.009395748
810,0.029924214
811,0.024065942
812,0.007115364
813,0.0070556104
814,0.008921832
815,0.044220954
816,0.0074550807
817,0.0068535805
818,0.007296443
819,0.009121627
820,0.0088967085
821,0.04693693
822,0.99086916
823,0.009231329
824,0.008367151
825,0.009042174
826,0.99176884
827,0.009450465
828,0.05515638
829,0.009016544
830,0.010945916
831,0.20323348
832,0.06661028
833,0.03277722
834,0.009193212
835,0.008358359
836,0.014377475
837,0.9919424
838,0.0068956017
839,0.023509115
840,0.98683715
841,0.9847482
842,0.009162813
843,0.008542478
844,0.98132217
845,0.08900678
846,0.009360313
847,0.0073210895
848,0.40861732
849,0.03227511
850,0.028807431
851,0.021359622
852,0.985573
853,0.9919977
854,0.15370813
855,0.012872875
856,0.007730812
857,0.007252395
858,0.40584368
859,0.9898458
860,0.009285539
861,0.008998781
862,0.98594975
863,0.9911282
864,0.00833261
865,0.99219346
866,0.30357686
867,0.008450389
868,0.028854042
869,0.9915813
870,0.9885858
871,0.96595454
872,0.011720657
873,0.99220335
874,0.0067940652
875,0.030094326
876,0.991863
877,0.0077213943
878,0.9833344
879,0.014234006
880,0.9871657
881,0.96318614
882,0.9816912
883,0.986457
884,0.025770783
885,0.99208534
886,0.99099034
887,0.9913213
888,0.9920694
889,0.99106276
890,0.98624563
891,0.02232644
892,0.13214004
893,0.99209046
894,0.98135054
895,0.00941968
896,0.9917248
897,0.008993894
898,0.007588923
899,0.8655269
900,0.007917732
901,0.0074751973
902,0.062395632
903,0.00919044
904,0.4275455
905,0.92223454
906,0.038298875
907,0.9916173
908,0.9920708
909,0.07576117
910,0.08713609
911,0.006866485
912,0.009386301
913,0.0072784424
914,0.9917635
915,0.009465188
916,0.98891497
917,0.6555891
918,0.99187636
919,0.039046645
920,0.9918815
921,0.9916212
922,0.988899
923,0.008536875
924,0.9916807
925,0.9911173
926,0.0091712475
927,0.9874139
928,0.016332448
929,0.9916886
930,0.00823167
931,0.13506186
932,0.008043587
933,0.006843865
934,0.9917977
935,0.008402109
936,0.9914671
937,0.9920792
938,0.007650405
939,0.009435147
940,0.12385091
941,0.009343922
942,0.98082757
943,0.99213016
944,0.00809598
945,0.9886877
946,0.9842058
947,0.8062473
948,0.008786261
949,0.008167177
950,0.9895892
951,0.009934932
952,0.009496719
953,0.009260982
954,0.049676567
955,0.0071715713
956,0.009378046
957,0.0073412955
958,0.99199426
959,0.009380937
960,0.013008505
961,0.009389341
962,0.9919426
963,0.009031653
964,0.98793495
965,0.9920587
966,0.99050075
967,0.008984864
968,0.99208254
969,0.99145234
970,0.99209976
971,0.98749006
972,0.9911258
973,0.98467326
974,0.008971363
975,0.045291692
976,0.013186365
977,0.03648591
978,0.8367229
979,0.008985788
980,0.0072597265
981,0.008455992
982,0.009259075
983,0.0069359243
984,0.36271712
985,0.007101655
986,0.008977741
987,0.011651784
988,0.009346634
989,0.008128583
990,0.009172946
991,0.009007156
992,0.9918263
993,0.009466141
994,0.9889782
995,0.9824048
996,0.9905957
997,0.007879704
998,0.008856326
999,0.0080910325
1000,0.9918893
1001,0.55507827
1002,0.98465014
1003,0.029820442
1004,0.9909249
1005,0.99179804
1006,0.99212694
1007,0.9840094
1008,0.988858
1009,0.014740974
1010,0.009021878
1011,0.006811321
1012,0.007411808
1013,0.0074587166
1014,0.9820922
1015,0.009082228
1016,0.9850992
1017,0.009157181
1018,0.009203881
1019,0.00880307
1020,0.98593485
1021,0.99145484
1022,0.9907361
1023,0.009320319
1024,0.008012921
1025,0.007509172
1026,0.9916483
1027,0.0090186
1028,0.9917992
1029,0.9916507
1030,0.010908127
1031,0.99203587
1032,0.99210864
1033,0.0074934065
1034,0.06629878
1035,0.9435851
1036,0.99174935
1037,0.02489683
1038,0.9909132
1039,0.0086015165
1040,0.016763836
1041,0.99189615
1042,0.017225415
1043,0.009187907
1044,0.009387553
1045,0.99093354
1046,0.4243253
1047,0.009217799
1048,0.0075042546
1049,0.89458764
1050,0.027576238
1051,0.009348273
1052,0.009176046
1053,0.991424
1054,0.99210405
1055,0.89906806
1056,0.9915765
1057,0.08446321
1058,0.9916564
1059,0.9896545
1060,0.009333402
1061,0.046523362
1062,0.99189377
1063,0.010210544
1064,0.009914815
1065,0.99168164
1066,0.21430871
1067,0.009898424
1068,0.9755641
1069,0.009441823
1070,0.99008113
1071,0.023109913
1072,0.99177885
1073,0.008613586
1074,0.9860847
1075,0.009146839
1076,0.009374499
1077,0.0071813464
1078,0.9919724
1079,0.8871292
1080,0.011474133
1081,0.009217352
1082,0.15171647
1083,0.009199321
1084,0.009246528
1085,0.98708725
1086,0.98508126
1087,0.9919858
1088,0.008993715
1089,0.98445755
1090,0.008357555
1091,0.99177074
1092,0.01175794
1093,0.068611324
1094,0.009024531
1095,0.98510855
1096,0.017204493
1097,0.119461626
1098,0.9864285
1099,0.008259743
1100,0.0114714205
