Id,Predicted
0,1.0
1,0.9999995
2,1.1831522e-05
3,1.0
4,0.016531855
5,0.11302288
6,6.979704e-06
7,0.20855574
8,1.0
9,0.99999076
10,0.007010305
11,1.0
12,0.9999998
13,0.00024761556
14,5.608797e-06
15,0.00010225773
16,0.06300152
17,0.9999997
18,0.17172955
19,0.0020083368
20,0.9999963
21,0.0019947826
22,0.06289704
23,1.0
24,0.9999979
25,0.0020389021
26,0.06322094
27,6.2763693e-06
28,0.99995077
29,0.0643265
30,0.0009272575
31,0.001932007
32,0.52285975
33,0.0020372272
34,0.001210159
35,0.037447076
36,0.54360855
37,0.0011756837
38,0.9999998
39,1.0
40,0.00026041866
41,1.0
42,0.0012122154
43,0.004571545
44,0.3105592
45,0.9999992
46,0.94852257
47,0.044028096
48,0.06364747
49,0.06359638
50,1.1759997e-05
51,0.0014668405
52,0.0014644742
53,1.1318922e-05
54,1.0
55,0.43486506
56,7.277727e-06
57,0.06395951
58,0.06467147
59,0.12308703
60,1.206398e-05
61,0.9999982
62,1.23798845e-05
63,0.80574435
64,0.9999959
65,0.17063299
66,0.0021006048
67,0.08892648
68,0.00016931891
69,0.14189956
70,0.0020114363
71,0.9999548
72,0.1512484
73,0.0011270702
74,1.0
75,6.693602e-06
76,0.9999889
77,0.0021145702
78,1.3256073e-05
79,5.5253504e-06
80,0.001954615
81,1.2147427e-05
82,0.9999999
83,0.9999958
84,0.99995816
85,0.14382032
86,0.9999992
87,1.1998415e-05
88,0.9999963
89,1.0
90,0.16755968
91,0.9999874
92,0.00055798294
93,1.0
94,0.0011426986
95,0.9996668
96,0.91935045
97,0.46066412
98,0.77464354
99,0.0019479215
100,1.0
101,4.87566e-06
102,0.0019166231
103,0.0019323587
104,5.2690507e-06
105,3.2818316e-05
106,0.99996537
107,0.016689545
108,0.0021260201
109,0.0011728763
110,0.44650912
111,0.99996483
112,0.6294387
113,0.066167384
114,0.34897888
115,0.9998396
116,0.80313426
117,7.277727e-06
118,0.06256178
119,6.997585e-05
120,1.0
121,0.9992076
122,0.0019699694
123,1.19388105e-05
124,0.99989164
125,0.32487217
126,0.14432946
127,0.9999997
128,0.9977565
129,0.06560729
130,1.3190508e-05
131,0.53795373
132,0.4412504
133,0.8343892
134,0.9999655
135,0.8832472
136,0.0019784807
137,0.84582865
138,0.00044178366
139,0.03720952
140,0.06392388
141,0.11046211
142,0.87154263
143,0.99999887
144,0.08275003
145,0.16982453
146,6.9320204e-06
147,1.0
148,0.028372532
149,0.9527938
150,0.06344648
151,0.80311716
152,0.001942122
153,0.09428142
154,0.0020580173
155,0.4942935
156,1.2224913e-05
157,0.021194274
158,0.9999994
159,0.9999941
160,0.0032546103
161,0.0019960403
162,0.5868992
163,0.99973726
164,5.227327e-06
165,0.00204342
166,4.5120714e-06
167,0.9977089
168,0.10626366
169,6.8068503e-06
170,0.9999193
171,0.17142943
172,0.59792644
173,0.0034624278
174,0.24061565
175,1.17659565e-05
176,0.06332633
177,0.06349602
178,0.0020907759
179,1.0
180,0.0002880454
181,0.9999965
182,6.645918e-06
183,1.0
184,0.9997886
185,0.0003880739
186,0.9999403
187,1.0
188,0.06421466
189,0.99637425
190,0.0020152212
191,6.145239e-06
192,7.522106e-06
193,0.99954253
194,1.2910366e-05
195,0.0027629733
196,5.6266786e-06
197,1.0
198,1.0
199,7.1585177e-06
200,0.99978906
201,0.99999654
202,0.99999905
203,0.0019470513
204,0.0012390673
205,0.002060622
206,0.9998053
207,1.0
208,1.0
209,0.13650905
210,7.736683e-06
211,0.99980354
212,0.0021894337
213,0.0011410654
214,4.8071146e-05
215,0.062452596
216,7.1942804e-06
217,7.3134897e-06
218,1.2296438e-05
219,0.27452007
220,1.0
221,0.0011727214
222,0.9999264
223,0.0019428134
224,0.008381253
225,0.9999973
226,0.0020024658
227,0.0011982024
228,8.2695486e-05
229,6.5028667e-06
230,0.15027764
231,0.99998474
232,0.9851408
233,1.2844801e-05
234,6.765127e-06
235,0.0021052896
236,0.34615552
237,0.99990636
238,6.9737434e-06
239,0.9998785
240,0.9998164
241,0.8037406
242,0.9988667
243,7.252097e-05
244,1.0
245,1.2356043e-05
246,0.99995935
247,1.0
248,0.9999999
249,6.6578386e-06
250,1.0
251,1.0
252,0.11063218
253,1.0
254,1.1998415e-05
255,0.39421898
256,0.00200004
257,0.0013005554
258,0.00038870572
259,0.8002998
260,0.015076923
261,0.9999693
262,7.0154665e-06
263,7.8499315e-06
264,0.06564867
265,0.9999755
266,0.9999739
267,0.02660523
268,0.21583779
269,0.0018475652
270,0.0020665943
271,0.021912497
272,0.8773758
273,0.00026067495
274,5.054474e-06
275,0.9865305
276,0.92663825
277,0.6306176
278,0.99999684
279,7.3552133e-06
280,0.9999935
281,0.1363872
282,0.0004757881
283,1.0
284,0.9999897
285,0.0046384158
286,0.99798995
287,0.012004793
288,1.0
289,1.0
290,0.99999636
291,0.034036867
292,0.8023084
293,1.1819601e-05
294,0.002814573
295,0.0011240601
296,0.0020285547
297,7.69496e-06
298,0.9999634
299,0.44132185
300,0.16860156
301,1.0
302,0.002090156
303,0.0020902217
304,0.9999685
305,0.0018928408
306,0.48222962
307,0.99999094
308,0.0012235164
309,0.99993247
310,0.0011440277
311,4.789829e-05
312,6.198883e-06
313,1.2177229e-05
314,5.227327e-06
315,6.4611436e-06
316,0.99252445
317,1.0
318,0.06517382
319,0.9999973
320,0.99618596
321,9.329319e-05
322,0.0007335484
323,6.5737964e-05
324,1.0
325,0.064447656
326,0.003506124
327,0.06340541
328,0.999966
329,0.0020712973
330,0.1440784
331,1.0
332,0.9956468
333,0.01395309
334,0.0021030605
335,0.26267242
336,5.5253504e-06
337,0.062993445
338,0.6269408
339,0.0020350157
340,1.0
341,0.9999994
342,0.24069917
343,0.80016595
344,0.9430872
345,0.092014946
346,0.99996537
347,0.06471692
348,0.99999857
349,0.018411309
350,1.0
351,1.2844801e-05
352,1.0
353,0.17243089
354,0.0014022946
355,6.393194e-05
356,0.016984839
357,1.3709068e-07
358,0.9392396
359,0.001997924
360,0.9999998
361,0.06523364
362,0.0021186352
363,0.94386756
364,0.0021256327
365,0.0011509538
366,1.0
367,0.7831198
368,0.11656506
369,0.0019512593
370,0.6269585
371,0.081066355
372,0.14363828
373,4.4584276e-06
374,0.9999698
375,0.002108872
376,0.0020187139
377,1.2677908e-05
378,0.170652
379,0.0030717193
380,6.711483e-06
381,0.00018734932
382,0.0036258935
383,0.9999999
384,0.002062106
385,4.7206877e-06
386,4.7802923e-06
387,6.727576e-05
388,1.0
389,0.80426586
390,0.9999994
391,7.1823597e-06
392,0.40444937
393,1.0
394,1.1378526e-05
395,0.065830454
396,2.9802322e-07
397,0.06503221
398,0.9998978
399,1.0
400,0.002095318
401,0.0015672147
402,0.9999324
403,0.06410263
404,0.0011325121
405,3.9207935e-05
406,0.0019798398
407,0.9998971
408,0.15964937
409,0.011213422
410,1.1712313e-05
411,0.00014877916
412,0.9997858
413,0.1520286
414,0.06403161
415,0.999154
416,0.0012396395
417,0.00096859335
418,0.063034706
419,0.06748222
420,0.99890006
421,1.0
422,0.013011348
423,0.99999654
424,0.0002741754
425,0.99999964
426,0.0019446373
427,0.9999544
428,0.9999983
429,0.9999998
430,0.0021179616
431,0.051531028
432,0.9999611
433,0.9085504
434,0.0050100028
435,0.0019046545
436,0.009827876
437,6.2286854e-06
438,7.4267386e-06
439,0.064295575
440,1.17182735e-05
441,0.0019623875
442,4.822016e-06
443,0.9996746
444,4.756451e-06
445,1.0
446,0.17198548
447,6.5028667e-06
448,1.0
449,0.99974835
450,0.0005674243
451,0.99999636
452,0.002009082
453,0.9999995
454,0.063733
455,1.0
456,0.0020754575
457,0.0018660307
458,0.384327
459,7.5161456e-06
460,5.4180623e-06
461,0.8324758
462,0.8039118
463,0.0017243146
464,0.0019169927
465,0.99994963
466,0.99997026
467,0.7452925
468,6.8229434e-05
469,0.99949396
470,0.9999999
471,0.1664871
472,0.9999954
473,0.0011612952
474,0.00094937684
475,0.16816719
476,6.830692e-06
477,0.06320071
478,0.9894617
479,0.0019540966
480,1.2195111e-05
481,0.9999994
482,1.0
483,0.0037067712
484,1.0
485,0.7569269
486,7.2300436e-06
487,0.99997914
488,0.0027576685
489,2.9617548e-05
490,0.23458104
491,0.99974966
492,0.16894284
493,0.00029800535
494,0.1555583
495,6.467104e-06
496,0.47219
497,1.0
498,0.9999998
499,0.9978622
500,0.0029409528
501,0.0019290984
502,1.0
503,0.002106923
504,0.15802786
505,0.002002561
506,0.14286304
507,0.7355263
508,0.0019665242
509,0.0021018505
510,0.0019679486
511,1.0
512,0.0012395859
513,4.965067e-06
514,0.064085074
515,0.0011333466
516,0.0040014805
517,0.9999997
518,0.72952443
519,0.20676117
520,0.002011621
521,5.2154064e-06
522,1.0
523,0.000110912326
524,1.9210576e-05
525,6.909967e-05
526,0.97912246
527,0.1712754
528,1.0567904e-05
529,0.0018961489
530,0.0019809245
531,0.06680293
532,0.0007463634
533,0.99999124
534,0.064889684
535,0.2830372
536,0.9998234
537,1.0
538,0.99198663
539,0.0002805829
540,0.99723643
541,1.2582541e-05
542,1.1509657e-05
543,0.9979615
544,1.0
545,0.12738259
546,0.0011706114
